142314	     0
142314	     0
142314	     0
142314	     0
142314	     0
142314	     0
142314	    30
142314	    30
142314	    26
142314	    26
142314	    26
142314	    56
142314	    57
142314	    69
142314	    69
142314	    69
142314	    48
142314	    48
142314	    48
142314	    48
142314	    43
142314	    57
142314	    70
142314	    96
142314	    96
142314	    96
142314	    96
142314	    96
142314	    96
142314	    96
142314	    91
142314	    91
142314	   100
142314	    84
142314	    84
142314	    84
142314	    84
142314	    84
142314	    81
142314	    88
